高一上地理,#genre#
38-“乙醇与乙酸”习题解析,https://d006.eduyun.cn/videoworks/mda-kieriv68zn2yx9cf/ykt_tbkt_hls_1080_7_CJ_1/video/“乙醇与乙酸”习题解析.m3u8
39-糖类,https://d006.eduyun.cn/videoworks/mda-kier87ddc8i2bftt/ykt_tbkt_hls_1080_7_CJ_1/video/糖类.m3u8
40-蛋白质,https://d006.eduyun.cn/videoworks/mda-kierphv7xq2kk8zh/ykt_tbkt_hls_1080_7_CJ_1/video/蛋白质改一.m3u8
41-油脂,https://d006.eduyun.cn/videoworks/mda-kierji5an2ri3y4c/ykt_tbkt_hls_1080_7_CJ_1/video/油脂改一.m3u8
42-有机化合物单元整理与提升,https://d006.eduyun.cn/videoworks/mda-kier1hfw00n46cra/ykt_tbkt_hls_1080_7_CJ_1/video/有机化合物单元整理与提升.m3u8
43-化学反应的利用--认识汽车燃料,https://d006.eduyun.cn/videoworks/mda-kiescxkghms73k5w/ykt_tbkt_hls_1080_7_CJ_1/video/化学反应的利用——认识汽车燃料.m3u8
44-化学反应的利用-认识汽车电池,https://d006.eduyun.cn/videoworks/mda-kieszg5g4q6ibn30/ykt_tbkt_hls_1080_7_CJ_1/video/化学反应的利用——认识汽车电池.m3u8
45-烷烃的命名,https://d006.eduyun.cn/videoworks/mda-kiesvhavmt3mbhsb/ykt_tbkt_hls_1080_7_CJ_1/video/烷烃的命名.m3u8
46-同分异构体,https://d006.eduyun.cn/videoworks/mda-kiesm7kmidcy43ws/ykt_tbkt_hls_1080_7_CJ_1/video/同分异构体.m3u8
47-不同价态含硫物质的转化,https://d006.eduyun.cn/videoworks/mda-kiesu1di993b4zn0/ykt_tbkt_hls_1080_7_CJ_1/video/不同价态含硫物质的转化改一.m3u8
48-非金属及其化合物性质,https://d006.eduyun.cn/videoworks/mda-kiesdzkprhrsktyz/ykt_tbkt_hls_1080_7_CJ_1/video/非金属及其化合物性质改一.m3u8
49-金属矿物的开发利用（一）,https://d006.eduyun.cn/videoworks/mda-kiespbnb9hzuvua8/ykt_tbkt_hls_1080_7_CJ_1/video/金属矿物的开发利用（一）.m3u8
50-金属矿物的开发利用（二）,https://d006.eduyun.cn/videoworks/mda-kiesp4ai4aawdndh/ykt_tbkt_hls_1080_7_CJ_1/video/金属矿物的开发利用（二）.m3u8
51-稀土金属的开发与利用,https://d006.eduyun.cn/videoworks/mda-kiesg1wvgkyp796a/ykt_tbkt_hls_1080_7_CJ_1/video/稀土金属的开发与利用.m3u8
52-海水资源的开发利用（一）,https://d006.eduyun.cn/videoworks/mda-kiesw79rb5q7adwt/ykt_tbkt_hls_1080_7_CJ_1/video/海水资源的开发利用（一）.m3u8
53-海水资源的开发利用（二）,https://d006.eduyun.cn/videoworks/mda-kies8zwvr1x7x8jd/ykt_tbkt_hls_1080_7_CJ_1/video/海水资源的开发利用（二）.m3u8
54-海水资源的开发利用（三）,https://d006.eduyun.cn/videoworks/mda-kiesd3eycuexpx8n/ykt_tbkt_hls_1080_7_CJ_1/video/海水资源的开发利用（三）.m3u8
55-突破无机推断题（一）,https://d006.eduyun.cn/videoworks/mda-kies73regart3vgd/ykt_tbkt_hls_1080_7_CJ_1/video/突破无机推断题（一）.m3u8
56-突破无机推断题（二）,https://d006.eduyun.cn/videoworks/mda-kies0rnccj7ffk48/ykt_tbkt_hls_1080_7_CJ_1/video/突破无机推断题（二）.m3u8
57-煤、石油、天然气开发利用（一）,https://d006.eduyun.cn/videoworks/mda-kies59hgbs0u3p0y/ykt_tbkt_hls_1080_7_CJ_1/video/煤、石油和天然气的综合利用（一）.m3u8
58-煤、石油、天然气开发利用（二）,https://d006.eduyun.cn/videoworks/mda-kiesbayrupkaiai6/ykt_tbkt_hls_1080_7_CJ_1/video/煤、石油和天然气的综合利用（二）.m3u8
59-化肥、农药的合理施用,https://d006.eduyun.cn/videoworks/mda-kifpvtnmpxr471xy/ykt_tbkt_hls_1080_7_CJ_1/video/化肥、农药的合理施用.m3u8
60-合理用药,https://d006.eduyun.cn/videoworks/mda-kifp2vaydxb9bqsj/ykt_tbkt_hls_1080_7_CJ_1/video/合理用药.m3u8
61-安全使用食品添加剂,https://d006.eduyun.cn/videoworks/mda-kifp8ya6s6g6txsk/ykt_tbkt_hls_1080_7_CJ_1/video/安全使用食品添加剂.m3u8
62-化学与环境保护（一）,https://d006.eduyun.cn/videoworks/mda-kifp2vmfk7y6hrrb/ykt_tbkt_hls_1080_7_CJ_1/video/化学与环境保护（一）.m3u8
63-化学与环境保护（二）,https://d006.eduyun.cn/videoworks/mda-kifpembf3y9bz22k/ykt_tbkt_hls_1080_7_CJ_1/video/化学与环境保护（二）.m3u8
64-绿色化学,https://d006.eduyun.cn/videoworks/mda-kifpgadmvt341e8s/ykt_tbkt_hls_1080_7_CJ_1/video/绿色化学.m3u8
65-探究性实验设计的一般思路,https://d006.eduyun.cn/videoworks/mda-kifpve0khd6sqb22/ykt_tbkt_hls_1080_7_CJ_1/video/探究性实验设计的一般思路.m3u8
66-物质制备实验设计的一般思路,https://d006.eduyun.cn/videoworks/mda-kifph74ngs3zdf6f/ykt_tbkt_hls_1080_7_CJ_1/video/物质制备实验设计的一般思路.m3u8

高一下历史统编版中外历史纲要下册,#genre#
01-古代文明的产生与发展（一）,https://d006.eduyun.cn/videoworks/mda-kien5brcsknfj4j0/ykt_tbkt_hls_1080_7_CJ_1/video/古代文明的产生与发展（一）改一.m3u8
02-古代文明的产生与发展（二）,https://d006.eduyun.cn/videoworks/mda-kienvtt3jyb388zw/ykt_tbkt_hls_1080_7_CJ_1/video/古代文明的产生与发展（二）改一.m3u8
03-古代文明的产生与发展（三）,https://d006.eduyun.cn/videoworks/mda-kienpwqcird8ixv1/ykt_tbkt_hls_1080_7_CJ_1/video/古代文明的产生与发展（三）改一.m3u8
04-第一单元练习课,https://d006.eduyun.cn/videoworks/mda-kienrkjghxipqkm1/ykt_tbkt_hls_1080_7_CJ_1/video/第一单元练习课（第四课时）改一.m3u8
05-（合格考水平）文明的产生与早期发展,https://d006.eduyun.cn/videoworks/mda-kienzc54tgqh03g9/ykt_tbkt_hls_1080_7_CJ_1/video/文明的产生与早期发展改一.m3u8
06-（合格考水平）古代世界的奴隶制帝国,https://d006.eduyun.cn/videoworks/mda-kienatq9zx11c0s0/ykt_tbkt_hls_1080_7_CJ_1/video/（合格考水平）古代世界的奴隶制帝国.m3u8
07-（合格考水平）第一单元练习课,https://d006.eduyun.cn/videoworks/mda-kienjjm68yzs641d/ykt_tbkt_hls_1080_7_CJ_1/video/（学考）《第一单元习题讲解》金燕慧合格考水平改一.m3u8
08-中古时期的世界（一）,https://d006.eduyun.cn/videoworks/mda-kien1cm4us3fhwvt/ykt_tbkt_hls_1080_7_CJ_1/video/选考二1《中古时期的世界1》.m3u8
09-（合格考水平）中古时期的欧洲,https://d006.eduyun.cn/videoworks/mda-kienvrmyp6wpa3h7/ykt_tbkt_hls_1080_7_CJ_1/video/学考二1《中古时期的欧洲》改一.m3u8
10-中古时期的世界（二）,https://d006.eduyun.cn/videoworks/mda-kientabkfpgg0s2j/ykt_tbkt_hls_1080_7_CJ_1/video/选考二2《中古时期的世界2》.m3u8
11-（合格考水平）中古时期的亚洲,https://d006.eduyun.cn/videoworks/mda-kieni9y6s7rzx90g/ykt_tbkt_hls_1080_7_CJ_1/video/学考二2《中古时期的亚洲》改一.m3u8
12-中古时期的世界（三）,https://d006.eduyun.cn/videoworks/mda-kienvc2h2qk7wmsr/ykt_tbkt_hls_1080_7_CJ_1/video/选考二3《中古时期的世界3》改一.m3u8
13-（合格考水平）习题课,https://d006.eduyun.cn/videoworks/mda-kieng2hfnf159w6e/ykt_tbkt_hls_1080_7_CJ_1/video/学考二3《中古时期的世界》习题课.m3u8
14-习题课,https://d006.eduyun.cn/videoworks/mda-kiene8h7bsjgfrk1/ykt_tbkt_hls_1080_7_CJ_1/video/选考二4《中古时期的世界》习题课.m3u8
15-中古时期的世界（四）,https://d006.eduyun.cn/videoworks/mda-kiepzw1pfn909hye/ykt_tbkt_hls_1080_7_CJ_1/video/中古时期的世界（四）.m3u8
16-走向整体的世界（一）,https://d006.eduyun.cn/videoworks/mda-kiep4m8trk5vmi7z/ykt_tbkt_hls_1080_7_CJ_1/video/走向整体的世界（一）改一.m3u8
17-走向整体的世界（二）,https://d006.eduyun.cn/videoworks/mda-kiepn3w8kixdw45g/ykt_tbkt_hls_1080_7_CJ_1/video/走向整体的世界（二）.m3u8
18-习题课,https://d006.eduyun.cn/videoworks/mda-kiepyxx3tvc293ae/ykt_tbkt_hls_1080_7_CJ_1/video/习题课.m3u8
19-走向整体的世界（三）,https://d006.eduyun.cn/videoworks/mda-kiepetd3buxw90fw/ykt_tbkt_hls_1080_7_CJ_1/video/走向整体的世界（三）.m3u8
20-资本主义制度的确立（一）,https://d006.eduyun.cn/videoworks/mda-kiepe6ggvx9ceszp/ykt_tbkt_hls_1080_7_CJ_1/video/资本主义制度的确立（一）.m3u8
21-资本主义制度的确立（二）,https://d006.eduyun.cn/videoworks/mda-kiep2e5ad0hi6res/ykt_tbkt_hls_1080_7_CJ_1/video/资本主义制度的确立（二）.m3u8
22-习题课,https://d006.eduyun.cn/videoworks/mda-kiep5c1mdj7andya/ykt_tbkt_hls_1080_7_CJ_1/video/习题课.m3u8
23-资产阶级革命与资本主义制度的确立（一）,https://d006.eduyun.cn/videoworks/mda-kieqe7e4iv9tya1n/ykt_tbkt_hls_1080_7_CJ_1/video/资产阶级革命与资本主义制度的确立（一）改一.m3u8
24-资产阶级革命与资本主义制度的确立（二）,https://d006.eduyun.cn/videoworks/mda-kieq2rp6vrqrzjp1/ykt_tbkt_hls_1080_7_CJ_1/video/资产阶级革命与资本主义制度的确立（二）改一.m3u8
25-第10课工业革命（一）,https://d006.eduyun.cn/videoworks/mda-kieqyyb98jynxuby/ykt_tbkt_hls_1080_7_CJ_1/video/第10课工业革命（一）.m3u8
26-第10课工业革命（二）,https://d006.eduyun.cn/videoworks/mda-kieqjs86t3jejcm0/ykt_tbkt_hls_1080_7_CJ_1/video/第10课工业革命（二）.m3u8
27-第11课马克思主义诞生（一）,https://d006.eduyun.cn/videoworks/mda-kieqzi5m1zax1su1/ykt_tbkt_hls_1080_7_CJ_1/video/第11课马克思主义诞生（一）.m3u8
28-第11课马克思主义诞生（二）,https://d006.eduyun.cn/videoworks/mda-kiequhd43new7is7/ykt_tbkt_hls_1080_7_CJ_1/video/第11课马克思主义诞生（二）改一.m3u8
29-世界殖民体系与亚非拉民族独立运动（一）,https://d006.eduyun.cn/videoworks/mda-kieq956ehvfznpwq/ykt_tbkt_hls_1080_7_CJ_1/video/世界殖民体系与亚非拉民族独立运动（一）.m3u8
30-世界殖民体系与亚非拉民族独立运动（二）,https://d006.eduyun.cn/videoworks/mda-kieqf0ifkgedjw0v/ykt_tbkt_hls_1080_7_CJ_1/video/世界殖民体系与亚非拉民族独立运动（二）.m3u8
31-世界殖民体系与亚非拉民族独立运动（三）,https://d006.eduyun.cn/videoworks/mda-kieqxyz7rkkz9wys/ykt_tbkt_hls_1080_7_CJ_1/video/世界殖民体系与亚非拉民族独立运动（三）改一.m3u8
32-世界殖民体系与亚非拉民族独立运动（四）——习题讲解课,https://d006.eduyun.cn/videoworks/mda-kieq32ez1epgmgjp/ykt_tbkt_hls_1080_7_CJ_1/video/世界殖民体系与亚非拉民族独立运动（四）——习题讲解课.m3u8
33-第14课第一次世界大战及战后国际秩序（一）,https://d006.eduyun.cn/videoworks/mda-kieqn2ermx8ix12b/ykt_tbkt_hls_1080_7_CJ_1/video/第14课第一次世界大战及战后国际秩序（一）.m3u8
34-第14课第一次世界大战及战后国际秩序（二）,https://d006.eduyun.cn/videoworks/mda-kieqsmjed6tm60mm/ykt_tbkt_hls_1080_7_CJ_1/video/第14课第一次世界大战及战后国际秩序（二）.m3u8
35-第15课十月革命的胜利与苏联的社会主义实践（一）,https://d006.eduyun.cn/videoworks/mda-kieq5t5ttgqzf2zp/ykt_tbkt_hls_1080_7_CJ_1/video/第15课十月革命的胜利与苏联的社会主义实践（一）.m3u8
36-第15课十月革命的胜利与苏联的社会主义实践（二）,https://d006.eduyun.cn/videoworks/mda-kieqggjr51e8kerg/ykt_tbkt_hls_1080_7_CJ_1/video/第15课十月革命的胜利与苏联的社会主义实践（二）.m3u8
37-亚非拉民族民主运动的高涨（一）,https://d006.eduyun.cn/videoworks/mda-kierfxssret17pp5/ykt_tbkt_hls_1080_7_CJ_1/video/亚非拉民族民主运动的高涨（一）.m3u8
38-亚非拉民族民主运动的高涨（二）,https://d006.eduyun.cn/videoworks/mda-kiers76hagsr1uvd/ykt_tbkt_hls_1080_7_CJ_1/video/亚非拉民族民主运动的高涨（二）.m3u8
39-第二次世界大战与战后国际秩序的形成（一）,https://d006.eduyun.cn/videoworks/mda-kier03uwrqn5kbkm/ykt_tbkt_hls_1080_7_CJ_1/video/第二次世界大战与战后国际秩序的形成（一）.m3u8
40-第二次世界大战与战后国际秩序的形成（二）,https://d006.eduyun.cn/videoworks/mda-kiercvwqtbfdrwq0/ykt_tbkt_hls_1080_7_CJ_1/video/第二次世界大战与战后国际秩序的形成（二）.m3u8
41-第18课 冷战与国际格局的演变（第一课时）,https://d006.eduyun.cn/videoworks/mda-kierrbeh45x31mqk/ykt_tbkt_hls_1080_7_CJ_1/video/第18课冷战与国际格局的演变（第一课时）.m3u8
42-第18课 冷战与国际格局的演变（第二课时）,https://d006.eduyun.cn/videoworks/mda-kiereaxh7kvv2vqh/ykt_tbkt_hls_1080_7_CJ_1/video/第18课冷战与国际格局的演变（第二课时）改一.m3u8
43-第19课 资本主义国家的新变化（第一课时）,https://d006.eduyun.cn/videoworks/mda-kierz2utpfe20jq7/ykt_tbkt_hls_1080_7_CJ_1/video/第19课资本主义国家的新变化（第一课时）改二.m3u8
44-第19课 资本主义国家的新变化（第二课时）,https://d006.eduyun.cn/videoworks/mda-kiert1cgwrzs5dj7/ykt_tbkt_hls_1080_7_CJ_1/video/第19课资本主义国家的新变化（第二课时）改二.m3u8
45-第20课 社会主义国家的发展与变化（第一课时）,https://d006.eduyun.cn/videoworks/mda-kieswpqz12vp4691/ykt_tbkt_hls_1080_7_CJ_1/video/第20课社会主义国家的发展与变化（第一课时）改一.m3u8
46-第20课 社会主义国家的发展与变化（第二课时）,https://d006.eduyun.cn/videoworks/mda-kies1yq642nx8q8n/ykt_tbkt_hls_1080_7_CJ_1/video/第20课社会主义国家的发展与变化（第二课时）.m3u8
47-第21课 世界殖民体系的瓦解与新兴国家的发展（第一课时）,https://d006.eduyun.cn/videoworks/mda-kiesc6y7k56e07b9/ykt_tbkt_hls_1080_7_CJ_1/video/第21课世界殖民体系的瓦解与新兴国家的发展（第一课时）.m3u8
48-第21课 世界殖民体系的瓦解与新兴国家的发展（第二课时）,https://d006.eduyun.cn/videoworks/mda-kiesyk011pmnncsy/ykt_tbkt_hls_1080_7_CJ_1/video/第21课世界殖民体系的瓦解与新兴国家的发展（第二课时）.m3u8
49-第22课世界多极化与经济全球化,https://d006.eduyun.cn/videoworks/mda-kiesdmf0vdcc3mup/ykt_tbkt_hls_1080_7_CJ_1/video/第22课世界多极化与经济全球化.m3u8
50-第23课和平发展合作共赢的时代潮流,https://d006.eduyun.cn/videoworks/mda-kiespwx5z4qeacwd/ykt_tbkt_hls_1080_7_CJ_1/video/第23课和平发展合作共赢的时代潮流.m3u8

高一下美术,#genre#
01-书斋内外——中国书画的自然与人文空间,https://d006.eduyun.cn/videoworks/mda-mbybp10cqibcxvix/ykt_tbkt_hls_1080_5/video/高一【美术（人美版）中国书画】书斋内外——中国书画的自然与人文空间.m3u8
02-赏延素心——中国书画的样式、内容与情感表达,https://d006.eduyun.cn/videoworks/mda-mbybk2ygsrgxzjew/ykt_tbkt_hls_1080_5/video/高一【美术（人美版）中国书画】赏延素心——中国书画的样式、内容与情感表达.m3u8
03-笔墨千秋——书法文化与创作基础知识,https://d006.eduyun.cn/videoworks/mda-mbzbtnbkpsmcdwvu/ykt_tbkt_hls_1080_5/video/高一【美术（人美版）中国书画】笔墨千秋——书法文化与创作基础知识.m3u8
04-方正雄浑——隶书匾额式横幅练习与创作,https://d006.eduyun.cn/videoworks/mda-mbzbbag4z91erick/ykt_tbkt_hls_1080_5/video/高一【美术（人美版）中国书画】方正雄浑——隶书匾额式横幅练习与创作.m3u8
05-中正朴雅——楷书对联练习与创作（第一课时）,https://d006.eduyun.cn/videoworks/mda-mbyb8mg64g0wg76w/ykt_tbkt_hls_1080_5/video/高一【美术（人美版）中国书画】中正朴雅——楷书对联练习与创作（第一课时）.m3u8
06-中正朴雅——楷书对联练习与创作（第二课时）,https://d006.eduyun.cn/videoworks/mda-mbybjt8vn68r8agk/ykt_tbkt_hls_1080_5/video/高一【美术（人美版）中国书画】中正朴雅——楷书对联练习与创作（第二课时）.m3u8
07-顾盼生辉——行书手札练习与创作（附草书练习体验）（第一课时）,https://d006.eduyun.cn/videoworks/mda-mephwaswba8dnupe/ykt_tbkt_hls_1080_7/video/史俊备-第二单元第四课-第一课时-0429.m3u8
08-顾盼生辉——行书手札练习与创作（附草书练习体验）（第二课时）,https://d006.eduyun.cn/videoworks/mda-meph7wyksc7n1xnt/ykt_tbkt_hls_1080_7/video/史俊备-第二单元第四课-第二课时-0429.m3u8
09-方寸之间——篆刻闲章与姓名印（第一课时）,https://d006.eduyun.cn/videoworks/mda-mbybiryrs2ve5sev/ykt_tbkt_hls_1080_5/video/高一【美术（人美版）中国书画】方寸之间——篆刻闲章与姓名印（第一课时）.m3u8
10-方寸之间——篆刻闲章与姓名印（第二课时）,https://d006.eduyun.cn/videoworks/mda-mbyb120y5dcqwv02/ykt_tbkt_hls_1080_5/video/高一【美术（人美版）中国书画】方寸之间——篆刻闲章与姓名印（第二课时）.m3u8
11-书画雅集——书画的交流与欣赏,https://d006.eduyun.cn/videoworks/mda-md4f036xgz4cuq35/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）中国书画】书画雅集——书画的交流与欣赏.m3u8
12-传神写照——“锦瑟年华”人物画创作（第一课时）,https://d006.eduyun.cn/videoworks/mda-md4ftbqjqmxnsnuq/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）中国书画】传神写照——“锦瑟年华”人物画创作（第一课时）.m3u8
13-传神写照——“锦瑟年华”人物画创作（第二课时）,https://d006.eduyun.cn/videoworks/mda-md4fqwvuee0064uw/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）中国书画】传神写照——“锦瑟年华“人物画创作（第二课时）.m3u8
14-中国智慧——中国画的传承与创新（第一课时）,https://d006.eduyun.cn/videoworks/mda-meph7ee4r3hfspzv/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）中国书画】中国智慧——中国画的传承与创新（第一课时）.m3u8
15-中国智慧——中国画的传承与创新（第二课时）,https://d006.eduyun.cn/videoworks/mda-mephw3s2ve69km79/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）中国书画】中国智慧——中国画的传承与创新（第二课时）.m3u8
16-华夏流芳——我笔下的“书画精神”展览展示,https://d006.eduyun.cn/videoworks/mda-meph1b0hx21tnasv/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）中国书画】华夏流芳---我笔下的“书画精神”展览展示.m3u8

高一下生物学,#genre#
01-高一的你应该了解的2019-nCOV,https://d006.eduyun.cn/videoworks/mda-kiend63im5gf176z/ykt_tbkt_hls_1080_7_CJ_1/video/高一的你应该了解的新型冠状病毒改一.m3u8
02-孟德尔豌豆杂交实验（一） 第一课时,https://d006.eduyun.cn/videoworks/mda-kienvre544ga3qwu/ykt_tbkt_hls_1080_7_CJ_1/video/孟德尔豌豆杂交实验（一）第一课时改一.m3u8
03-孟德尔豌豆杂交实验（一） 第二课时,https://d006.eduyun.cn/videoworks/mda-kienn06j3rfr2k9e/ykt_tbkt_hls_1080_7_CJ_1/video/（等级考水平）孟德尔豌豆杂交实验（一）（第2课时）改一.m3u8
04-孟德尔豌豆杂交实验（一） 习题课一,https://d006.eduyun.cn/videoworks/mda-kienzdw5csdhm417/ykt_tbkt_hls_1080_7_CJ_1/video/（等级考水平）孟德尔的豌豆杂交实验（一）习题课一改一.m3u8
05-（合格考水平）高一的你应该了解的2019-nCOV,https://d006.eduyun.cn/videoworks/mda-kien81e39ast1b0q/ykt_tbkt_hls_1080_7_CJ_1/video/高一的你应该了解的新型冠状病毒改一.m3u8
06-（合格考水平）孟德尔豌豆杂交实验（一） 第一课时,https://d006.eduyun.cn/videoworks/mda-kien398pcbhybhwn/ykt_tbkt_hls_1080_7_CJ_1/video/孟德尔豌豆杂交实验（一）第一课时改一.m3u8
07-（合格考水平）孟德尔豌豆杂交实验（一） 习题课一,https://d006.eduyun.cn/videoworks/mda-kien1vn8iwbdbjm6/ykt_tbkt_hls_1080_7_CJ_1/video/（合格考水平）孟德尔的豌豆杂交实验（一）习题课一改一.m3u8
08-孟德尔豌豆杂交实验（一）第三课时,https://d006.eduyun.cn/videoworks/mda-kiendwi5r6emd6sx/ykt_tbkt_hls_1080_7_CJ_1/video/（等级考水平）孟德尔的豌豆杂交实验（一）（第3课时）改一.m3u8
09-孟德尔豌豆杂交实验（二）第一课时,https://d006.eduyun.cn/videoworks/mda-kienwnk79ie6xw46/ykt_tbkt_hls_1080_7_CJ_1/video/（等级考水平）孟德尔的豌豆杂交实验（二）第一课时改一.m3u8
10-孟德尔豌豆杂交实验（二）第二课时,https://d006.eduyun.cn/videoworks/mda-kienji0bwg546ety/ykt_tbkt_hls_1080_7_CJ_1/video/（等级考水平）孟德尔的豌豆杂交实验（二）第二课时改一.m3u8
11-习题课二,https://d006.eduyun.cn/videoworks/mda-kienehz2830ryvue/ykt_tbkt_hls_1080_7_CJ_1/video/（等级考水平）习题课二改一.m3u8
12-（合格考水平）孟德尔豌豆杂交实验（一）第二课时,https://d006.eduyun.cn/videoworks/mda-kienfqgm2wmciuyu/ykt_tbkt_hls_1080_7_CJ_1/video/（合格考水平）孟德尔的豌豆杂交实验（一）（第2课时）改一.m3u8
13-（合格考水平）孟德尔豌豆杂交实验（二）第一课时,https://d006.eduyun.cn/videoworks/mda-kien01i1vbp2e9q7/ykt_tbkt_hls_1080_7_CJ_1/video/（合格考水平）孟德尔的豌豆杂交实验（二）第一课时改一.m3u8
14-（合格考水平）习题课二,https://d006.eduyun.cn/videoworks/mda-kiene3wzm680ttfu/ykt_tbkt_hls_1080_7_CJ_1/video/（合格考水平）习题课二改一.m3u8
15-孟德尔的豌豆杂交实验（二）（第三课时）,https://d006.eduyun.cn/videoworks/mda-kiepidnngcw3hi70/ykt_tbkt_hls_1080_7_CJ_1/video/孟德尔的豌豆杂交实验（二）（第三课时）改一.m3u8
16-减数分裂和受精作用（第一课时）,https://d006.eduyun.cn/videoworks/mda-kiep5hqea40sm8qi/ykt_tbkt_hls_1080_7_CJ_1/video/减数分裂和受精作用（第一课时）.m3u8
17-减数分裂和受精作用（第二课时）,https://d006.eduyun.cn/videoworks/mda-kiepvjiqewdyfdpx/ykt_tbkt_hls_1080_7_CJ_1/video/减数分裂和受精作用（第二课时）改一.m3u8
18-习题课三,https://d006.eduyun.cn/videoworks/mda-kiepn5kw7zu9ibhi/ykt_tbkt_hls_1080_7_CJ_1/video/习题课三改一.m3u8
19-减数分裂和受精作用（第3课时）,https://d006.eduyun.cn/videoworks/mda-kiep43u3z29dt7et/ykt_tbkt_hls_1080_7_CJ_1/video/减数分裂和受精作用（第3课时）.m3u8
20-基因在染色体上,https://d006.eduyun.cn/videoworks/mda-mdpcjtat04f8esw8/ykt_tbkt_hls_1080_7_CJ_1/video/基因在染色体上改二.m3u8
21-伴性遗传,https://d006.eduyun.cn/videoworks/mda-kiep2zi0ma39svbb/ykt_tbkt_hls_1080_7_CJ_1/video/伴性遗传.m3u8
22-习题课四,https://d006.eduyun.cn/videoworks/mda-kiep2miskhrvjqdi/ykt_tbkt_hls_1080_7_CJ_1/video/习题课四.m3u8
23-第1、2章总结提升,https://d006.eduyun.cn/videoworks/mda-kieqp7yaqw4yj8gj/ykt_tbkt_hls_1080_7_CJ_1/video/第1、2章总结提升改一.m3u8
24-DNA是主要的遗传物质,https://d006.eduyun.cn/videoworks/mda-kieqk053m72wtn4c/ykt_tbkt_hls_1080_7_CJ_1/video/DNA是主要的遗传物质改一.m3u8
25-DNA的结构,https://d006.eduyun.cn/videoworks/mda-kieq3kf1rxpkusej/ykt_tbkt_hls_1080_7_CJ_1/video/DNA的结构改一.m3u8
26-习题课五,https://d006.eduyun.cn/videoworks/mda-kieq4f03rgrw5bk3/ykt_tbkt_hls_1080_7_CJ_1/video/习题课五改一.m3u8
27-DNA的复制,https://d006.eduyun.cn/videoworks/mda-kieqa3gfqba83c0y/ykt_tbkt_hls_1080_7_CJ_1/video/DNA的复制改一.m3u8
28-基因通常是有遗传效应的DNA片段,https://d006.eduyun.cn/videoworks/mda-kieqm0rcff1f76yv/ykt_tbkt_hls_1080_7_CJ_1/video/基因通常是有遗传效应的DNA片段改一.m3u8
29-基因指导蛋白质的合成（第1课时）,https://d006.eduyun.cn/videoworks/mda-kieq2jypvyt9ngs5/ykt_tbkt_hls_1080_7_CJ_1/video/基因指导蛋白质的合成（第1课时）改一.m3u8
30-习题课六,https://d006.eduyun.cn/videoworks/mda-kieqjs9umpi2xiz5/ykt_tbkt_hls_1080_7_CJ_1/video/习题课六改一.m3u8
31-基因指导蛋白质的合成（第2课时）,https://d006.eduyun.cn/videoworks/mda-kier57hv9f369692/ykt_tbkt_hls_1080_7_CJ_1/video/基因指导蛋白质的合成（第2课时）改一.m3u8
32-基因表达与性状的关系（第1课时）,https://d006.eduyun.cn/videoworks/mda-kiernx3m02hdizrw/ykt_tbkt_hls_1080_7_CJ_1/video/基因表达与性状的关系（第1课时）改一.m3u8
33-基因表达与性状的关系（第2课时）,https://d006.eduyun.cn/videoworks/mda-kierq7nbz8zst6wb/ykt_tbkt_hls_1080_7_CJ_1/video/基因表达与性状的关系（第2课时）改一.m3u8
34-习题课七,https://d006.eduyun.cn/videoworks/mda-kier05edg4y45qqn/ykt_tbkt_hls_1080_7_CJ_1/video/习题课七改一.m3u8
35-基因突变和基因重组（第1课时）,https://d006.eduyun.cn/videoworks/mda-kier2z2w4gdg9sxs/ykt_tbkt_hls_1080_7_CJ_1/video/基因突变和基因重组（第1课时）改一.m3u8
36-基因突变和基因重组（第2课时）,https://d006.eduyun.cn/videoworks/mda-kierad6drw506bw6/ykt_tbkt_hls_1080_7_CJ_1/video/基因突变和基因重组（第2课时）改一.m3u8
37-染色体变异（第1课时）,https://d006.eduyun.cn/videoworks/mda-kier725zuryjfg7v/ykt_tbkt_hls_1080_7_CJ_1/video/染色体变异（第1课时）改一.m3u8
38-习题课八,https://d006.eduyun.cn/videoworks/mda-kier89id1g0d911q/ykt_tbkt_hls_1080_7_CJ_1/video/习题课八改一.m3u8
39-染色体变异（第2课时）,https://d006.eduyun.cn/videoworks/mda-kieraendwqqqj7dt/ykt_tbkt_hls_1080_7_CJ_1/video/染色体变异（第2课时）.m3u8
40-人类遗传病,https://d006.eduyun.cn/videoworks/mda-kier408t95wprirr/ykt_tbkt_hls_1080_7_CJ_1/video/人类遗传病改一.m3u8
41-生物有共同祖先的证据,https://d006.eduyun.cn/videoworks/mda-kiergggny4fgwatg/ykt_tbkt_hls_1080_7_CJ_1/video/生物有共同祖先的证据.m3u8
42-习题课九,https://d006.eduyun.cn/videoworks/mda-kier25zkfszbwv08/ykt_tbkt_hls_1080_7_CJ_1/video/习题课九.m3u8
43-遗传定律与伴性遗传专题,https://d006.eduyun.cn/videoworks/mda-kies4g79zzia949z/ykt_tbkt_hls_1080_7_CJ_1/video/遗传定律与伴性遗传专题改一.m3u8
