初一上道德与法治,#genre#
002-Unit 1 Grammar Focus,https://d006.eduyun.cn/videoworks/mda-kiengjmcjbenzu43/ykt_tbkt_hls_1080_7_CJ_1/video/Unit1GrammarFocus
003-Unit 1 Section B 1a-1f,https://d006.eduyun.cn/videoworks/mda-kienh8bnje6b99iw/ykt_tbkt_hls_1080_7_CJ_1/video/Unit1SectionB1a-1f
004-Unit 1 Section B 2a-2c,https://d006.eduyun.cn/videoworks/mda-kien7xvv4ct4z3a5/ykt_tbkt_hls_1080_7_CJ_1/video/Unit1SectionB2a-2c改二.m3u8
005-Unit 1 Writing,https://d006.eduyun.cn/videoworks/mda-kientsn639ih3syy/ykt_tbkt_hls_1080_7_CJ_1/video/Unit1Writing改一.m3u8
006-Unit 2 Section A 1a-2d,https://d006.eduyun.cn/videoworks/mda-kienhgnixpystbc6/ykt_tbkt_hls_1080_7_CJ_1/video/Unit2Period1改一.m3u8
007-Unit 2 Grammar Focus,https://d006.eduyun.cn/videoworks/mda-kieny56t0efjjtqs/ykt_tbkt_hls_1080_7_CJ_1/video/Unit2Period2改一.m3u8
008-Unit 2 Section B 1a-1e,https://d006.eduyun.cn/videoworks/mda-kienduks1m6yhmhv/ykt_tbkt_hls_1080_7_CJ_1/video/Unit2Period3改一.m3u8
009-Unit 2 Section B 2a-2c,https://d006.eduyun.cn/videoworks/mda-kien9spjxwcddv2z/ykt_tbkt_hls_1080_7_CJ_1/video/UnitPeriod4改一.m3u8
010-Unit 2 Self Check 1,https://d006.eduyun.cn/videoworks/mda-kien863pg9np9mhx/ykt_tbkt_hls_1080_7_CJ_1/video/Unit2SelfCheck1
011-Unit3 Section A 1a-2d,https://d006.eduyun.cn/videoworks/mda-kiep0057f97pf3a5/ykt_tbkt_hls_1080_7_CJ_1/video/Unit3SectionA1a-2d改一.m3u8
012-Unit 3 Grammar Focus,https://d006.eduyun.cn/videoworks/mda-kieppwwjfzjsnca9/ykt_tbkt_hls_1080_7_CJ_1/video/Unit3GrammarFocus
013-Unit 3 Section B 1a-1e,https://d006.eduyun.cn/videoworks/mda-kiepjyj8v19jv5he/ykt_tbkt_hls_1080_7_CJ_1/video/Unit3SectionB1a-1e改一.m3u8
014-Unit 3 Section B 2a-2c,https://d006.eduyun.cn/videoworks/mda-kiep002g31d9zbkz/ykt_tbkt_hls_1080_7_CJ_1/video/Unit3SectionB2a-2c改一.m3u8
015-Unit 3 Writing,https://d006.eduyun.cn/videoworks/mda-kiepkkv6yqnzxjs4/ykt_tbkt_hls_1080_7_CJ_1/video/Unit3Writing改一.m3u8
016-Unit 4 Section A 1a-2d,https://d006.eduyun.cn/videoworks/mda-kiep6jqjirhmvvkq/ykt_tbkt_hls_1080_7_CJ_1/video/Unit4SectionA1a-2d改二.m3u8
017-Unit 4 Section A 3a-3b,https://d006.eduyun.cn/videoworks/mda-kiepxpnktwqarbd6/ykt_tbkt_hls_1080_7_CJ_1/video/Unit4GrammarFocus
018-Unit 4 Section B 1a-1c,https://d006.eduyun.cn/videoworks/mda-kiepw09z0gj91q4t/ykt_tbkt_hls_1080_7_CJ_1/video/Unit4SectionB1a-1d改二.m3u8
019-Unit 4 Section B 2a-2c,https://d006.eduyun.cn/videoworks/mda-kiepky76z543r34a/ykt_tbkt_hls_1080_7_CJ_1/video/Unit4SectionB2a-3a
020-Unit 4 Section B 3a-3c,https://d006.eduyun.cn/videoworks/mda-kieppwsac43590r4/ykt_tbkt_hls_1080_7_CJ_1/video/Unit4Writing.m3u8
021-Unit 5 Section A 1a-2d,https://d006.eduyun.cn/videoworks/mda-kieq25d4hudw9i8j/ykt_tbkt_hls_1080_7_CJ_1/video/Unit5SectionA1a-2d改一.m3u8
022-Unit 5 Section A3a-3c,https://d006.eduyun.cn/videoworks/mda-kieqay3gcs6dirgq/ykt_tbkt_hls_1080_7_CJ_1/video/Unit5SectionA3a-3c
023-Unit 5 Section B 1a-1d,https://d006.eduyun.cn/videoworks/mda-kieq4mgjh2a9rds9/ykt_tbkt_hls_1080_7_CJ_1/video/Unit5SectionB1a-1d
024-Unit 5 Section B 2a-2c,https://d006.eduyun.cn/videoworks/mda-kieqxjrsay5e0ppf/ykt_tbkt_hls_1080_7_CJ_1/video/Unit5SectionB2a-2c改一.m3u8
025-Unit 5 Writing,https://d006.eduyun.cn/videoworks/mda-kieqxmi9muv5hgv1/ykt_tbkt_hls_1080_7_CJ_1/video/Unit5Writing改一.m3u8
026-Unit 6 Section A 1a-2d,https://d006.eduyun.cn/videoworks/mda-kieqzmi67k7tf2e7/ykt_tbkt_hls_1080_7_CJ_1/video/Unit6SectionA1a-2d.m3u8
027-Unit 6 Section A 3a-3c,https://d006.eduyun.cn/videoworks/mda-kieqqfnf4b6igkkc/ykt_tbkt_hls_1080_7_CJ_1/video/Unit6SectionA3a-3c
028-Unit 6 Section B 1a-1c,https://d006.eduyun.cn/videoworks/mda-kieq7aaxw6tfmcy7/ykt_tbkt_hls_1080_7_CJ_1/video/Unit6SectionB1a-1e
029-Unit 6 Section B 2a-2c,https://d006.eduyun.cn/videoworks/mda-kieqczkb7c5tcupm/ykt_tbkt_hls_1080_7_CJ_1/video/Unit6SectionB2a-2c.m3u8
030-Unit 6 Section B 3a-3b,https://d006.eduyun.cn/videoworks/mda-kieqe6ck15bbv7sw/ykt_tbkt_hls_1080_7_CJ_1/video/Unit6SectionB3a-3b.m3u8
031-Unit7 Section A 1a-2d，Self Check 2,https://d006.eduyun.cn/videoworks/mda-kieq8db94spdct3f/ykt_tbkt_hls_1080_7_CJ_1/video/Unit7SectionA1a-2d，SelfCheck2.m3u8
032-Unit7 Section A 3a-3b,https://d006.eduyun.cn/videoworks/mda-kieq80kwqejt6heq/ykt_tbkt_hls_1080_7_CJ_1/video/Unit7SectionA3a-3b改一.m3u8
033-Unit7 Section B 1a-1e，Self Check 1，3,https://d006.eduyun.cn/videoworks/mda-kieqm1mgzxw5pvrn/ykt_tbkt_hls_1080_7_CJ_1/video/Unit7SectionB1a-1e，SelfCheck1，3改一.m3u8
034-Unit7 Section B 2a-2c,https://d006.eduyun.cn/videoworks/mda-kieqck3umwvsxabw/ykt_tbkt_hls_1080_7_CJ_1/video/Unit7SectionB2a-2c改一.m3u8
035-Unit7 Section B 3a-3c,https://d006.eduyun.cn/videoworks/mda-kieqr55bb8vipq3a/ykt_tbkt_hls_1080_7_CJ_1/video/Unit7SectionB3a-3c.m3u8
036-Unit 8 Section A 1a-2c,https://d006.eduyun.cn/videoworks/mda-kier2q1dbhh78wxv/ykt_tbkt_hls_1080_7_CJ_1/video/Unit8SectionA1a-2c改一.m3u8
037-Unit 8 Section A 2d-3c,https://d006.eduyun.cn/videoworks/mda-kierj0m8u7xsdbyr/ykt_tbkt_hls_1080_7_CJ_1/video/Unit8SectionA2d-3c改二.m3u8
038-Unit 8 Section B 1a-1d,https://d006.eduyun.cn/videoworks/mda-kierq9qvrvnv4yyr/ykt_tbkt_hls_1080_7_CJ_1/video/Unit8SectionB1a-1d
039-Unit 8 Section B 2a-2c,https://d006.eduyun.cn/videoworks/mda-kierzvhnhqpx8x3x/ykt_tbkt_hls_1080_7_CJ_1/video/Unit8SectionB2a-2c改一.m3u8
040-Unit8 Writing,https://d006.eduyun.cn/videoworks/mda-kier8gnkcat712mk/ykt_tbkt_hls_1080_7_CJ_1/video/Unit5Writing改二.m3u8
041-Unit 9 Section A 1a-2d (Period 1),https://d006.eduyun.cn/videoworks/mda-kiertwazayvxexbn/ykt_tbkt_hls_1080_7_CJ_1/video/Unit9SectionA1a-2d(Period1).m3u8
042-Unit 9  Grammar Focus (Period 2),https://d006.eduyun.cn/videoworks/mda-kier5m1nzica712j/ykt_tbkt_hls_1080_7_CJ_1/video/Unit9GrammarFocus(Period2).m3u8
043-Unit 9  Section B 1a-1e (Period 3),https://d006.eduyun.cn/videoworks/mda-kier0zxrduc7r1wh/ykt_tbkt_hls_1080_7_CJ_1/video/Unit9SectionB1a-1e(Period3).m3u8
044-Unit 9  Section B 2a-2c (Period 4),https://d006.eduyun.cn/videoworks/mda-kiergvg6d43ed2pm/ykt_tbkt_hls_1080_7_CJ_1/video/Unit9SectionB2a-2c(Period4)改一.m3u8
045-Unit 9  Writing (Period 5),https://d006.eduyun.cn/videoworks/mda-kierbs19k4aescxc/ykt_tbkt_hls_1080_7_CJ_1/video/Unit9Writing(Period5).m3u8
046-Unit 10 Section A 1a-2d,https://d006.eduyun.cn/videoworks/mda-kiesuy1e1z7k9unt/ykt_tbkt_hls_1080_7_CJ_1/video/Unit10SectionA1a-2d.m3u8
047-Unit 10 Grammar Focus,https://d006.eduyun.cn/videoworks/mda-kiesuq0kygcwi27f/ykt_tbkt_hls_1080_7_CJ_1/video/Unit10GrammarFocus
048-Unit 10 Section B 1a-1d,https://d006.eduyun.cn/videoworks/mda-kiesv8rxx85dnkpa/ykt_tbkt_hls_1080_7_CJ_1/video/Unit10SectionB1a-1d.m3u8
049-Unit 10 Section B 2a-2c,https://d006.eduyun.cn/videoworks/mda-kiesx227wwa52rsv/ykt_tbkt_hls_1080_7_CJ_1/video/Unit10SectionB2a-2c.m3u8
050-Unit 10 Writing,https://d006.eduyun.cn/videoworks/mda-kiesu9qjf08wyxc5/ykt_tbkt_hls_1080_7_CJ_1/video/Unit10Writing.m3u8
051-Unit 11 Section A 1a-2c,https://d006.eduyun.cn/videoworks/mda-kiesu844g4n9emx7/ykt_tbkt_hls_1080_7_CJ_1/video/Unit11SectionA1a-2c.m3u8
052-Unit 11 Section A 3a-3b,https://d006.eduyun.cn/videoworks/mda-kiesw7tj2hjvj4fr/ykt_tbkt_hls_1080_7_CJ_1/video/Unit11SectionA3a-3b
053-Unit 11 Section A 2d,https://d006.eduyun.cn/videoworks/mda-kiesd0bq9jtncv7a/ykt_tbkt_hls_1080_7_CJ_1/video/Unit11SectionA2d
054-Unit 11 Section B 2a-2c,https://d006.eduyun.cn/videoworks/mda-kiesrvfsrjde5cgg/ykt_tbkt_hls_1080_7_CJ_1/video/Unit11SectionB2a-2c.m3u8
055-Unit 11 Writing,https://d006.eduyun.cn/videoworks/mda-kies0p1x1r49kx89/ykt_tbkt_hls_1080_7_CJ_1/video/Unit11Writing.m3u8
056-Unit 12 Section A 1a-2d (Period 1),https://d006.eduyun.cn/videoworks/mda-kiesmxe1gbvwvx1k/ykt_tbkt_hls_1080_7_CJ_1/video/Unit12SectionA1a-2d(Period1).m3u8
057-Unit 12 Section A 3a-3c (Period 2),https://d006.eduyun.cn/videoworks/mda-kies0ayz681ake8g/ykt_tbkt_hls_1080_7_CJ_1/video/Unit12SectionA3a-3c(Period2).m3u8
058-Unit 12 Section B 1a-1e，Self Check 2 (Period 3),https://d006.eduyun.cn/videoworks/mda-kiesuxnehvzqxmix/ykt_tbkt_hls_1080_7_CJ_1/video/Unit12SectionB1a-1e，SelfCheck2(Period3).m3u8
059-Unit 12 Section B 2a-2c (Period 4),https://d006.eduyun.cn/videoworks/mda-kieszscxyhcttcv0/ykt_tbkt_hls_1080_7_CJ_1/video/Unit12SectionB2a-2c(Period4).m3u8
060-Unit 12 Section B 3a-3b，Self Check 1 (Period 5),https://d006.eduyun.cn/videoworks/mda-kiesqim7q67a770z/ykt_tbkt_hls_1080_7_CJ_1/video/Unit12SectionB3a-3b，SelfCheck1(Period5).m3u8

初一下语文,#genre#
001-邓稼先（第一课时）,https://d006.eduyun.cn/videoworks/mda-kienym1d02yfp5w5/ykt_tbkt_hls_1080_7_CJ_1/video/《邓稼先》第一课时授课视频改一.m3u8
002-邓稼先（第二课时）,https://d006.eduyun.cn/videoworks/mda-kien1jvmkngvinmq/ykt_tbkt_hls_1080_7_CJ_1/video/《邓稼先》第二课时授课视频改一.m3u8
003-说和做（第一课时）,https://d006.eduyun.cn/videoworks/mda-kien3t74tj7izjtx/ykt_tbkt_hls_1080_7_CJ_1/video/《说和做》第一课时授课视频改二.m3u8
004-说和做（第二课时）,https://d006.eduyun.cn/videoworks/mda-kienvg6z73gpf8ds/ykt_tbkt_hls_1080_7_CJ_1/video/《说和做》第二课时授课视频改二.m3u8
005-虚词（二）,https://d006.eduyun.cn/videoworks/mda-kiengyn36jjhcd78/ykt_tbkt_hls_1080_7_CJ_1/video/《副词和介词》授课视频改一.m3u8
006-回忆鲁迅先生（节选）（第一课时）,https://d006.eduyun.cn/videoworks/mda-kien93v3u68gfswv/ykt_tbkt_hls_1080_7_CJ_1/video/回忆鲁迅先生（节选）（第一课时）改一.m3u8
007-回忆鲁迅先生（节选）（第二课时）,https://d006.eduyun.cn/videoworks/mda-kien3c2rirnjixuw/ykt_tbkt_hls_1080_7_CJ_1/video/回忆鲁迅先生（节选）（第二课时）改一.m3u8
008-孙权劝学（第一课时）,https://d006.eduyun.cn/videoworks/mda-kiendeehu90bsb5c/ykt_tbkt_hls_1080_7_CJ_1/video/孙权劝学（第一课时）改一.m3u8
009-孙权劝学（第二课时）,https://d006.eduyun.cn/videoworks/mda-kien7qiq7yrkg8ek/ykt_tbkt_hls_1080_7_CJ_1/video/孙权劝学（第二课时）.m3u8
010-词性讲解：连词、感叹词、拟声词（复习所有词性）,https://d006.eduyun.cn/videoworks/mda-kienzfqr5gpjw59t/ykt_tbkt_hls_1080_7_CJ_1/video/虚词（二）授课视频改一.m3u8
011-木兰诗（第一课时）,https://d006.eduyun.cn/videoworks/mda-kiepwd9x40qi9q62/ykt_tbkt_hls_1080_7_CJ_1/video/木兰诗（第一课时）改一.m3u8
012-木兰诗（第二课时）,https://d006.eduyun.cn/videoworks/mda-kiep6vce25e170p2/ykt_tbkt_hls_1080_7_CJ_1/video/木兰诗（第二课时）改一.m3u8
013-黄河颂,https://d006.eduyun.cn/videoworks/mda-kieptf8r07za4p5k/ykt_tbkt_hls_1080_7_CJ_1/video/黄河颂改一.m3u8
014-老山界（第一课时）,https://d006.eduyun.cn/videoworks/mda-kieps96at5qnbbs7/ykt_tbkt_hls_1080_7_CJ_1/video/老山界（第一课时）改一.m3u8
015-老山界（第二课时）,https://d006.eduyun.cn/videoworks/mda-kiepukw17c983sfy/ykt_tbkt_hls_1080_7_CJ_1/video/老山界（第二课时）改一.m3u8
016-第三单元课外古诗词选读（第一课时）《竹里馆》《春夜洛城闻笛》,https://d006.eduyun.cn/videoworks/mda-kiep5sibz8tdm00k/ykt_tbkt_hls_1080_7_CJ_1/video/第三单元课外古诗词选读（第一课时）改二.m3u8
017-第三单元课外古诗词选读（第二课时）《逢入京使》《晚春》,https://d006.eduyun.cn/videoworks/mda-kiepzei2tx21sh7e/ykt_tbkt_hls_1080_7_CJ_1/video/第三单元课外古诗词选读（第二课时）改一.m3u8
018-作文：学一学古诗词在写作中的引用与化用,https://d006.eduyun.cn/videoworks/mda-kiepbyxvzaq084fe/ykt_tbkt_hls_1080_7_CJ_1/video/作文：学一学古诗词在写作中的引用与化用改一.m3u8
019-土地的誓言（第一课时）,https://d006.eduyun.cn/videoworks/mda-kiephpijdm9yjaj6/ykt_tbkt_hls_1080_7_CJ_1/video/土地的誓言（第一课时）.m3u8
020-土地的誓言（第二课时）,https://d006.eduyun.cn/videoworks/mda-kiep1n9qsjzvim0n/ykt_tbkt_hls_1080_7_CJ_1/video/土地的誓言（第二课时）.m3u8
021-阿长与《山海经》（第一课时）,https://d006.eduyun.cn/videoworks/mda-kiequ6uu5skrs2m3/ykt_tbkt_hls_1080_7_CJ_1/video/阿长与《山海经》（第一课时）改一.m3u8
022-阿长与《山海经》（第二课时）,https://d006.eduyun.cn/videoworks/mda-kieqhxsqwpn0rajh/ykt_tbkt_hls_1080_7_CJ_1/video/阿长与《山海经》（第二课时）改一.m3u8
023-老王（第一课时）,https://d006.eduyun.cn/videoworks/mda-kieq4d1qaie496y9/ykt_tbkt_hls_1080_7_CJ_1/video/老王（第一课时）.m3u8
024-老王（第二课时）,https://d006.eduyun.cn/videoworks/mda-kieqv2yztaqfimjj/ykt_tbkt_hls_1080_7_CJ_1/video/老王（第二课时）.m3u8
025-一标一点也有情,https://d006.eduyun.cn/videoworks/mda-kieqck9af8044cjs/ykt_tbkt_hls_1080_7_CJ_1/video/一标一点也有情改一.m3u8
026-卖油翁（第一课时）,https://d006.eduyun.cn/videoworks/mda-kieqt4t4ykrpm17s/ykt_tbkt_hls_1080_7_CJ_1/video/卖油翁（第一课时）.m3u8
027-卖油翁（第二课时）,https://d006.eduyun.cn/videoworks/mda-kieqsabggv4a5gy0/ykt_tbkt_hls_1080_7_CJ_1/video/卖油翁（第二课时）.m3u8
028-台阶（第一课时）,https://d006.eduyun.cn/videoworks/mda-kieqs7pzabi7suyw/ykt_tbkt_hls_1080_7_CJ_1/video/台阶（第一课时）.m3u8
029-台阶（第二课时）,https://d006.eduyun.cn/videoworks/mda-kieqtdv2gygeg745/ykt_tbkt_hls_1080_7_CJ_1/video/台阶（第二课时）.m3u8
030-《海底两万里》导读,https://d006.eduyun.cn/videoworks/mda-kieqzqatadb3bkvc/ykt_tbkt_hls_1080_7_CJ_1/video/《海底两万里》导读.m3u8
031-叶圣陶先生二三事（第一课时）,https://d006.eduyun.cn/videoworks/mda-kieqw2gr1mgjr0a5/ykt_tbkt_hls_1080_7_CJ_1/video/叶圣陶先生二三事（第一课时）.m3u8
032-叶圣陶先生二三事（第二课时）,https://d006.eduyun.cn/videoworks/mda-kieqv5w1ntzexrpt/ykt_tbkt_hls_1080_7_CJ_1/video/叶圣陶先生二三事（第二课时）.m3u8
033-短文两篇（第一课时）,https://d006.eduyun.cn/videoworks/mda-kieqsdgedh2dgiys/ykt_tbkt_hls_1080_7_CJ_1/video/短文两篇（第一课时）.m3u8
034-短文两篇（第二课时）,https://d006.eduyun.cn/videoworks/mda-kieqxxebrf14qeaw/ykt_tbkt_hls_1080_7_CJ_1/video/短文两篇（第二课时）.m3u8
035-短文两篇（第三课时）,https://d006.eduyun.cn/videoworks/mda-kieqixqbubk3b35e/ykt_tbkt_hls_1080_7_CJ_1/video/短文两篇（第三课时）.m3u8
036-驿路梨花（第一课时）,https://d006.eduyun.cn/videoworks/mda-kier8ugpt7fsze5c/ykt_tbkt_hls_1080_7_CJ_1/video/驿路梨花（第一课时）.m3u8
037-驿路梨花（第二课时）,https://d006.eduyun.cn/videoworks/mda-kier0hk0cht2kr9x/ykt_tbkt_hls_1080_7_CJ_1/video/驿路梨花（第二课时）.m3u8
038-应用文写作——招聘启事,https://d006.eduyun.cn/videoworks/mda-kierbsat643iwhyf/ykt_tbkt_hls_1080_7_CJ_1/video/应用文写作——招聘启事.m3u8
039-应用文写作——求职信,https://d006.eduyun.cn/videoworks/mda-kierg84xnq4m6gad/ykt_tbkt_hls_1080_7_CJ_1/video/应用文写作——求职信.m3u8
040-紫藤萝瀑布（第一课时）,https://d006.eduyun.cn/videoworks/mda-kierhsv1v3iywwt7/ykt_tbkt_hls_1080_7_CJ_1/video/紫藤萝瀑布（第一课时）.m3u8
041-紫藤萝瀑布（第二课时）,https://d006.eduyun.cn/videoworks/mda-kierisdbbxtu8e29/ykt_tbkt_hls_1080_7_CJ_1/video/紫藤萝瀑布（第二课时）.m3u8
042-古代诗歌五首（第一课时）,https://d006.eduyun.cn/videoworks/mda-kieraii3wwnubgjr/ykt_tbkt_hls_1080_7_CJ_1/video/古代诗歌五首（第一课时）改一.m3u8
043-古代诗歌五首（第二课时）,https://d006.eduyun.cn/videoworks/mda-kierac3d1yp6gju1/ykt_tbkt_hls_1080_7_CJ_1/video/古代诗歌五首（第二课时）改一.m3u8
044-河中石兽（第一课时）,https://d006.eduyun.cn/videoworks/mda-kies0amiez7euckv/ykt_tbkt_hls_1080_7_CJ_1/video/河中石兽（第一课时）改一.m3u8
045-河中石兽（第二课时）,https://d006.eduyun.cn/videoworks/mda-kieseme1mvew6i6p/ykt_tbkt_hls_1080_7_CJ_1/video/河中石兽（第二课时）.m3u8
046-伟大的悲剧（第一课时）,https://d006.eduyun.cn/videoworks/mda-kies5z69aby7ybv8/ykt_tbkt_hls_1080_7_CJ_1/video/伟大的悲剧（第一课时）.m3u8
047-伟大的悲剧（第二课时）,https://d006.eduyun.cn/videoworks/mda-kies5uvigihqy1gn/ykt_tbkt_hls_1080_7_CJ_1/video/伟大的悲剧（第二课时）.m3u8
048-太空一日,https://d006.eduyun.cn/videoworks/mda-kiesrpepn5d4s3je/ykt_tbkt_hls_1080_7_CJ_1/video/太空一日.m3u8
049-《骆驼祥子》导读,https://d006.eduyun.cn/videoworks/mda-kiesinyvbggqpvnv/ykt_tbkt_hls_1080_7_CJ_1/video/《骆驼祥子》导读改一.m3u8


初二上道德与法治,#genre#
001-我与社会,https://d006.eduyun.cn/videoworks/mda-kicmpz0q7p8hxebj/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】我与社会.m3u8
002-在社会中成长,https://d006.eduyun.cn/videoworks/mda-kicmztgwmn7f0qcx/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】在社会中成长.m3u8
003-网络改变世界（第一课时）,https://d006.eduyun.cn/videoworks/mda-kicmccar9ueg1fs7/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】网络改变世界（第一课时）.m3u8
004-网络改变世界（第二课时）,https://d006.eduyun.cn/videoworks/mda-kicm9ayjg1wxb90s/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】网络改变世界（第二课时）.m3u8
005-合理利用网络,https://d006.eduyun.cn/videoworks/mda-kiiq83k4qggzwhta/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编版）】合理利用网络.m3u8
006-专题——走进社会生活,https://d006.eduyun.cn/videoworks/mda-kiiqn51hai8r23jb/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】专题——走进社会生活.m3u8
007-维护秩序,https://d006.eduyun.cn/videoworks/mda-kirptb30pnbevw3r/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】《维护秩序》.m3u8
008-遵守规则（第一课时）,https://d006.eduyun.cn/videoworks/mda-kirp96ziszi8mgqa/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】遵守规则（第一课时）.m3u8
009-遵守规则（第二课时）,https://d006.eduyun.cn/videoworks/mda-kiyd30b5uhcdjnut/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编版）】遵守规则（第二课时）.m3u8
010-尊重他人,https://d006.eduyun.cn/videoworks/mda-ki2h4vm1q9ezqrpv/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】尊重他人.m3u8
011-以礼待人,https://d006.eduyun.cn/videoworks/mda-ki4m9pt9iqkwibuc/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】以礼待人.m3u8
012-诚实守信,https://d006.eduyun.cn/videoworks/mda-ki4mdsmsmqz67k03/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】诚实守信.m3u8
013-法不可违,https://d006.eduyun.cn/videoworks/mda-kjqgag81fekykda7/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】法不可违.m3u8
014-预防犯罪,https://d006.eduyun.cn/videoworks/mda-kjqgj3mz4hq4i9g6/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】预防犯罪.m3u8
015-善用法律,https://d006.eduyun.cn/videoworks/mda-kjvhsnmqvd98e38p/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】善用法律.m3u8
016-专题——遵守社会规则,https://d006.eduyun.cn/videoworks/mda-kjvhe9nwwdbtr02p/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】专题——遵守社会规则.m3u8
017-我对谁负责 谁对我负责,https://d006.eduyun.cn/videoworks/mda-kj4gm09v9z87uqhq/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】我对谁负责谁对我负责.m3u8
018-做负责任的人,https://d006.eduyun.cn/videoworks/mda-kj4gxmg7gmseu14i/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】做负责任的人.m3u8
019-关爱他人,https://d006.eduyun.cn/videoworks/mda-kkfcxyewhdxk6yc6/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】关爱他人.m3u8
020-服务社会,https://d006.eduyun.cn/videoworks/mda-kkfcz5ewqudh74mx/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】服务社会.m3u8
021-专题—勇担社会责任,https://d006.eduyun.cn/videoworks/mda-kknbx9txx4va00zs/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】专题—勇担社会责任.m3u8
022-国家好 大家才会好,https://d006.eduyun.cn/videoworks/mda-kknbkfz0rav08xyv/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】国家好大家才会好.m3u8
023-坚持国家利益至上,https://d006.eduyun.cn/videoworks/mda-kksia8igx4d0bvvz/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】坚持国家利益至上.m3u8
024-认识总体国家安全观（第一课时）,https://d006.eduyun.cn/videoworks/mda-kksibmbz8i6u9qh7/ykt_tbkt_hls_1080_7/video/初二道德与法治（统编版）认识总体国家安全观（第一课时）.m3u8
025-认识总体国家安全观（第二课时）,https://d006.eduyun.cn/videoworks/mda-kkzh56y3c4m0kf8v/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编版）】认识总体国家安全观（第二课时）.m3u8
026-维护国家安全,https://d006.eduyun.cn/videoworks/mda-kkzhkzyg40ss6je9/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编版）】维护国家安全.m3u8
027-关心国家发展,https://d006.eduyun.cn/videoworks/mda-kmahdkg971yeh84b/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】关心国家发展.m3u8
028-天下兴亡 匹夫有责,https://d006.eduyun.cn/videoworks/mda-kmdgz2bpjismrip1/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】天下兴亡匹夫有责.m3u8
029-专题----维护国家利益,https://d006.eduyun.cn/videoworks/mda-kmhhes77jdrr2zjy/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】专题----维护国家利益.m3u8
030-整体复习一,https://d006.eduyun.cn/videoworks/mda-kmhh8areeiarm80j/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】整体复习一.m3u8
031-整体复习二,https://d006.eduyun.cn/videoworks/mda-kmji9j2yqqn79bie/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】整体复习二.m3u8
032-整体复习三,https://d006.eduyun.cn/videoworks/mda-kmjix1ti6f6d2941/ykt_tbkt_hls_1080_7/video/初二【道德与法治（统编）】整体复习三.m3u8

初二上地理,#genre#
001-疆域（第一课时）,https://d006.eduyun.cn/videoworks/mda-kicmyfumeq4jhxra/ykt_tbkt_hls_1080_7/video/初二【地理（人教版）】疆域（第一课时）.m3u8
002-疆域（第二课时）,https://d006.eduyun.cn/videoworks/mda-kicmhen0hznh3s47/ykt_tbkt_hls_1080_7/video/初二【地理（人教版）】疆域（第二课时）.m3u8
003-疆域（第三课时）,https://d006.eduyun.cn/videoworks/mda-kicm7rvuwj1wr635/ykt_tbkt_hls_1080_7/video/初二【地理（人教版）】疆域（第三课时）.m3u8
004-人口,https://d006.eduyun.cn/videoworks/mda-kicmxa0v3vsuyebm/ykt_tbkt_hls_1080_7/video/初二【地理（人教版）】人口.m3u8
005-民族,https://d006.eduyun.cn/videoworks/mda-kiiqvc2twn1ut4bu/ykt_tbkt_hls_1080_7/video/初二【地理（人教版）】民族.m3u8
006-地形和地势（第一课时）,https://d006.eduyun.cn/videoworks/mda-kijhf56j3p8tsrjm/ykt_tbkt_hls_1080_7/video/初二【地理（人教版）】地形和地势（第一课时）.m3u8
007-地形和地势（第二课时）,https://d006.eduyun.cn/videoworks/mda-kirptz99g6hxs9f3/ykt_tbkt_hls_1080_7/video/初二【地理（人教版）】地形和地势（第二课时）.m3u8
